 n_tracks  m_inv_GeV  N_e  N_mu  N_K  N_p
        2   2.358404    0     0    0    0
        2   2.527881    0     0    0    1
        2   2.372197    0     0    0    0
        2   2.456294    0     0    0    2
        2   2.497247    0     0    0    1
        2   2.533584    0     0    0    2
        2   2.523430    0     0    0    1
        2   2.519109    0     0    0    1
        2   2.402894    0     0    0    0
        2   2.485499    0     0    0    0
        2   2.419912    0     0    0    2
        2   2.477278    0     0    0    1
        2   2.523780    0     0    0    1
        2   2.431357    0     0    0    0
        2   2.420611    0     0    0    0
        2   2.516458    0     0    0    1
        2   2.468559    0     0    0    0
        2   2.539904    0     0    0    0
        2   2.498705    0     0    0    0
        2   2.573386    0     0    0    0
        2   2.539911    0     0    0    1
        2   2.454399    0     0    0    1
        2   2.477280    0     0    0    1
        2   2.468782    0     0    0    0
        2   2.485958    0     0    0    1
        2   2.464313    0     0    0    1
        2   2.503509    0     0    0    1
        2   2.462990    0     0    0    1
        2   2.379255    0     0    0    2
        2   2.626747    0     0    0    2
        2   2.497660    0     0    0    0
        2   2.422170    0     0    0    1
        2   2.439640    0     0    0    1
        2   2.524690    0     0    0    0
        2   2.537649    0     0    0    0
        2   2.428257    0     0    0    1
        2   2.442992    0     0    0    1
        2   2.473341    0     0    0    0
        2   2.464951    0     0    0    1
        2   2.571319    0     0    0    0
        2   2.515399    0     0    0    1
        2   2.595012    0     0    0    1
        2   2.482224    0     0    0    0
        2   2.509947    0     0    0    1
        2   2.493362    0     0    0    0
        2   2.466140    0     0    0    1
        2   2.550390    0     0    0    1
        2   2.351451    0     0    0    0
        2   2.512243    0     0    0    0
        2   2.529892    0     0    0    1
        2   2.533368    0     0    0    0
        2   2.557566    0     0    0    1
        2   2.494973    0     0    0    0
        2   2.514377    0     0    0    1
        2   2.540484    0     0    0    0
        2   2.493654    0     0    0    2
        2   2.530988    0     0    0    0
        2   2.453800    0     0    0    1
        2   2.464313    0     0    0    1
        2   2.472568    0     0    0    1
        2   2.419041    0     0    0    0
        2   2.417638    0     0    0    0
        2   2.534310    0     0    0    0
        2   2.444100    0     0    0    1
        2   2.428834    0     0    0    1
        2   2.492281    0     0    0    1
        2   2.506903    0     0    0    1
        2   2.494451    0     0    0    0
        2   2.439945    0     0    0    1
        2   2.581278    0     0    0    0
        2   2.529334    0     0    0    2
        2   2.514915    0     0    0    0
        2   2.511862    0     0    0    1
        2   2.615722    0     0    0    0
        2   2.399465    0     0    0    2
        2   2.474989    0     0    0    0
        2   2.599774    0     0    0    2
        2   2.590710    0     0    0    1
        2   2.440135    0     0    0    1
        2   2.546637    0     0    0    0
        2   2.558793    0     0    0    1
        2   2.562664    0     0    0    1
        2   2.424389    0     0    0    0
        2   2.433991    0     0    0    0
        2   2.434868    0     0    0    2
        2   2.449508    0     0    0    1
        2   2.556234    0     0    0    0
        2   2.455509    0     0    0    1
        2   2.507507    0     0    0    0
        2   2.542838    0     0    0    0
        2   2.534487    0     0    0    0
        2   2.456117    0     0    0    1
        2   2.502041    0     0    0    1
        2   2.476718    0     0    0    2
        2   2.467563    0     0    0    1
        2   2.605768    0     0    0    0
        2   2.608990    0     0    0    1
        2   2.527654    0     0    0    1
        2   2.511181    0     0    0    1
        2   2.498304    0     0    0    0
        2   2.441920    0     0    0    1
        2   2.416597    0     0    0    0
        2   2.518029    0     0    0    2
        2   2.418882    0     0    0    2
        2   2.423199    0     0    0    1
        2   2.535523    0     0    0    1
        2   2.431739    0     0    0    0
        2   2.448109    0     0    0    2
        2   2.415733    0     0    0    1
        2   2.445755    0     0    0    0
        2   2.514657    0     0    0    0
        2   2.483104    0     0    0    1
        2   2.386994    0     0    0    1
        2   2.406300    0     0    0    1
        2   2.458027    0     0    0    1
        2   2.510985    0     0    0    0
        2   2.525156    0     0    0    2
        2   2.590235    0     0    0    1
        2   2.636076    0     0    0    0
        2   2.430961    0     0    0    0
        2   2.354566    0     0    0    0
        2   2.498049    0     0    0    0
        2   2.387116    0     0    0    1
        2   2.520268    0     0    0    1
        2   2.529195    0     0    0    1
        2   2.414665    0     0    0    1
        2   2.515213    0     0    0    0
        2   2.531886    0     0    0    1
        2   2.492376    0     0    0    0
        2   2.478844    0     0    0    0
        2   2.570076    0     0    0    1
        2   2.574784    0     0    0    1
        2   2.647260    0     0    0    2
        2   2.538077    0     0    0    1
        2   2.403040    0     0    0    0
        2   2.455269    0     0    0    1
        2   2.503592    0     0    0    1
        2   2.453068    0     0    0    1
        2   2.552783    0     0    0    1
        2   2.435907    0     0    0    1
        2   2.484980    0     0    0    1
        2   2.528309    0     0    0    1
        2   2.512539    0     0    0    1
        2   2.418984    0     0    0    0
        2   2.444184    0     0    0    2
        2   2.480108    0     0    0    0
        2   2.537031    0     0    0    2
        2   2.447383    0     0    0    0
        2   2.564080    0     0    0    1
        2   2.417799    0     0    0    0
        2   2.440934    0     0    0    1
        2   2.469509    0     0    0    1
        2   2.625883    0     0    0    1
        2   2.525397    0     0    0    1
        2   2.535774    0     0    0    2
        2   2.525788    0     0    0    1
        2   2.377108    0     0    0    1
        2   2.387973    0     0    0    0
        2   2.440109    0     0    0    1
        2   2.416298    0     0    0    0
        2   2.491032    0     0    0    2
        2   2.555228    0     0    0    0
        2   2.537454    0     0    0    1
        2   2.405389    0     0    0    1
        2   2.443100    0     0    0    1
        2   2.538163    0     0    0    2
        2   2.409550    0     0    0    1
        2   2.468606    0     0    0    1
        2   2.449159    0     0    0    0
        2   2.522039    0     0    0    1
        2   2.341585    0     0    0    2
        2   2.404418    0     0    0    0
        2   2.377581    0     0    0    0
        2   2.549811    0     0    0    1
        2   2.413088    0     0    0    0
        2   2.453122    0     0    0    1
        2   2.509816    0     0    0    0
        2   2.548018    0     0    0    1
        2   2.427041    0     0    0    1
        2   2.502312    0     0    0    1
        2   2.462008    0     0    0    1
        2   2.445464    0     0    0    1
        2   2.516177    0     0    0    1
        2   2.486761    0     0    0    1
        2   2.463165    0     0    0    0
        2   2.371888    0     0    0    0
        2   2.411689    0     0    0    0
        2   2.502551    0     0    0    0
        2   2.521509    0     0    0    1
        2   2.475792    0     0    0    1
        2   2.584863    0     0    0    1
        2   2.592679    0     0    0    2
        2   2.477443    0     0    0    2
        2   2.442999    0     0    0    0
        2   2.497204    0     0    0    1
        2   2.404838    0     0    0    0
        2   2.463930    0     0    0    1
        2   2.519886    0     0    0    1
        2   2.592106    0     0    0    1
        2   2.528185    0     0    0    2
        2   2.481964    0     0    0    1
        2   2.516182    0     0    0    1
        2   2.592434    0     0    0    1
        2   2.496037    0     0    0    0
        2   2.515388    0     0    0    1
        2   2.359460    0     0    0    1
        2   2.532691    0     0    0    1
